NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, flp02
Attached Instruments:, Radiosonde
Station Name:, FabricaForno
Station Latitude:, -16.48428
Station Longitude:, -68.14620
Station Altitude:, 3736.00 [m]
Station Pressure:, 645.43 [mb]
Station Temperature:, 2.500 [deg C]
Station Humidity:, 29.590 [% RH]
Radiosonde Serial Number / ID:, 44591
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 07:31:45, 527, 27105.527, 7.37734, 5.9123, 496.50, -5.64, -5.64, 11.43, -28.23, 24.28, 5.0, 326.819, 24.78, -5.64, 5.48, 925.91, 1.508, -16.47948, -68.12177, 5.9040, 10, 492.76, 8.51, 227.55, 5.42, 0.00, 0.00, 0.00, 11:32:27, 78.4, 65.7, 2.66, 0.00000, 0.00000, 0.000
26-07-2023, 07:31:48, 697, 27108.697, 7.43018, 5.9261, 495.63, -5.72, -5.72, 11.61, -28.14, 24.28, 5.0, 326.885, 24.78, -5.72, 5.44, 936.43, 1.513, -16.47938, -68.12150, 5.9170, 10, 491.95, 8.54, 228.25, 5.40, 0.00, 0.00, 0.00, 11:32:30, 78.3, 65.6, 2.69, 0.00000, 0.00000, 0.000
26-07-2023, 07:31:49, 567, 27109.567, 7.44468, 5.9303, 495.36, -5.73, -5.73, 11.53, -28.21, 24.27, 5.0, 326.924, 24.78, -5.73, 5.44, 929.77, 1.514, -16.47931, -68.12141, 5.9210, 10, 491.70, 8.60, 228.84, 5.39, 0.00, 0.00, 0.00, 11:32:31, 78.2, 65.5, 2.70, 0.00000, 0.00000, 0.000
26-07-2023, 07:31:56, 567, 27116.567, 7.56134, 5.9627, 493.32, -5.93, -5.93, 11.77, -28.16, 24.24, 5.0, 327.065, 24.76, -5.93, 5.39, 938.63, 1.527, -16.47900, -68.12090, 5.9540, 9, 489.63, 8.60, 229.92, 5.37, 0.00, 0.00, 0.00, 11:32:38, 77.7, 65.1, 2.76, 0.00000, 0.00000, 0.000
26-07-2023, 07:31:59, 557, 27119.557, 7.61118, 5.9773, 492.40, -6.04, -6.04, 11.93, -28.11, 24.22, 5.0, 327.105, 24.76, -6.04, 5.38, 945.20, 1.532, -16.47888, -68.12068, 5.9690, 9, 488.69, 8.62, 230.35, 5.36, 0.00, 0.00, 0.00, 11:32:41, 77.6, 65.0, 2.79, 0.00000, 0.00000, 0.000
26-07-2023, 07:32:00, 547, 27120.547, 7.62768, 5.9811, 492.16, -6.06, -6.06, 12.03, -28.04, 24.22, 5.0, 327.126, 24.76, -6.06, 5.35, 952.14, 1.533, -16.47881, -68.12058, 5.9740, 9, 488.38, 8.67, 230.53, 5.35, 0.00, 0.00, 0.00, 11:32:42, 77.4, 64.9, 2.80, 0.00000, 0.00000, 0.000
26-07-2023, 07:32:02, 527, 27122.527, 7.66068, 5.9906, 491.56, -6.11, -6.11, 11.93, -28.16, 24.22, 5.0, 327.179, 24.76, -6.11, 5.33, 941.77, 1.537, -16.47881, -68.12058, 5.9740, 9, 488.38, 8.67, 230.53, 5.35, 0.00, 0.00, 0.00, 11:32:42, 77.4, 64.9, 2.80, 0.00000, 0.00000, 0.000
26-07-2023, 07:32:09, 547, 27129.547, 7.77768, 6.0233, 489.51, -6.38, -6.38, 12.25, -28.10, 24.19, 5.0, 327.239, 24.75, -6.38, 5.31, 951.23, 1.549, -16.47843, -68.11991, 6.0150, 10, 485.83, 9.58, 239.46, 5.27, 0.00, 0.00, 0.00, 11:32:51, 76.9, 64.4, 2.88, 0.00000, 0.00000, 0.000
26-07-2023, 07:32:12, 537, 27132.537, 7.82751, 6.0351, 488.77, -6.48, -6.48, 12.26, -28.17, 24.18, 5.0, 327.258, 24.74, -6.48, 5.28, 946.17, 1.554, -16.47822, -68.11958, 6.0310, 10, 484.83, 10.12, 237.75, 5.24, 0.00, 0.00, 0.00, 11:32:55, 76.6, 64.2, 2.92, 0.00000, 0.00000, 0.000
26-07-2023, 07:32:16, 577, 27136.577, 7.89484, 6.0518, 487.73, -6.62, -6.62, 12.32, -28.23, 24.17, 5.0, 327.286, 24.74, -6.62, 5.24, 942.64, 1.560, -16.47808, -68.11932, 6.0420, 10, 484.15, 9.66, 238.29, 5.18, 0.00, 0.00, 0.00, 11:32:58, 76.5, 64.0, 2.95, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:23, 537, 27203.537, 9.01084, 6.3235, 470.98, -8.98, -8.98, 13.94, -28.81, 23.87, 5.0, 327.646, 24.61, -8.98, 4.93, 919.84, 1.659, -16.47502, -68.11420, 6.3140, 10, 467.57, 9.67, 238.18, 4.77, 0.00, 0.00, 0.00, 11:34:05, 73.2, 60.6, 3.56, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:26, 457, 27206.457, 9.05951, 6.3347, 470.30, -9.08, -9.08, 13.87, -28.93, 23.86, 5.0, 327.657, 24.61, -9.08, 4.88, 909.39, 1.663, -16.47486, -68.11398, 6.3260, 10, 466.85, 9.66, 237.98, 4.78, 0.00, 0.00, 0.00, 11:34:08, 73.1, 60.4, 3.59, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:27, 527, 27207.527, 9.07734, 6.3389, 470.04, -9.13, -9.13, 13.90, -28.95, 23.87, 5.0, 327.647, 24.61, -9.13, 4.81, 908.29, 1.665, -16.47479, -68.11389, 6.3300, 10, 466.61, 9.72, 237.83, 4.67, 0.00, 0.00, 0.00, 11:34:09, 73.0, 60.4, 3.60, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:29, 477, 27209.477, 9.10984, 6.3470, 469.55, -9.19, -9.19, 13.63, -29.19, 23.85, 5.0, 327.670, 24.60, -9.19, 4.80, 887.37, 1.667, -16.47472, -68.11378, 6.3370, 10, 466.19, 9.58, 237.70, 4.66, 0.00, 0.00, 0.00, 11:34:11, 72.9, 60.3, 3.62, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:30, 457, 27210.457, 9.12618, 6.3506, 469.33, -9.19, -9.19, 13.48, -29.29, 23.85, 5.0, 327.714, 24.59, -9.19, 4.80, 878.01, 1.669, -16.47465, -68.11369, 6.3410, 10, 465.94, 9.56, 233.17, 4.62, 0.00, 0.00, 0.00, 11:34:12, 72.8, 60.2, 3.63, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:31, 457, 27211.457, 9.14285, 6.3543, 469.11, -9.25, -9.25, 13.64, -29.22, 23.84, 5.0, 327.684, 24.59, -9.25, 4.80, 884.68, 1.670, -16.47455, -68.11356, 6.3480, 10, 465.52, 9.60, 234.26, 4.63, 0.00, 0.00, 0.00, 11:34:14, 72.7, 60.1, 3.64, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:33, 457, 27213.457, 9.17618, 6.3618, 468.65, -9.28, -9.28, 13.57, -29.30, 23.83, 5.0, 327.738, 24.59, -9.28, 4.74, 878.93, 1.672, -16.47451, -68.11346, 6.3520, 10, 465.28, 9.83, 234.51, 4.60, 0.00, 0.00, 0.00, 11:34:15, 72.7, 60.1, 3.66, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:34, 467, 27214.467, 9.19301, 6.3658, 468.41, -9.34, -9.34, 13.70, -29.25, 23.83, 5.0, 327.712, 24.58, -9.34, 4.71, 883.63, 1.674, -16.47443, -68.11340, 6.3560, 10, 465.04, 9.76, 233.83, 4.59, 0.00, 0.00, 0.00, 11:34:16, 72.6, 60.0, 3.67, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:36, 537, 27216.537, 9.22751, 6.3731, 467.97, -9.38, -9.38, 13.77, -29.23, 23.82, 5.0, 327.750, 24.58, -9.38, 4.69, 886.20, 1.676, -16.47434, -68.11326, 6.3630, 10, 464.62, 9.64, 233.16, 4.57, 0.00, 0.00, 0.00, 11:34:18, 72.5, 59.9, 3.68, 0.00000, 0.00000, 0.000
26-07-2023, 07:33:37, 477, 27217.477, 9.24318, 6.3769, 467.74, -9.45, -9.45, 13.76, -29.29, 23.81, 5.0, 327.709, 24.57, -9.45, 4.67, 881.12, 1.678, -16.47428, -68.11316, 6.3670, 10, 464.38, 9.72, 233.65, 4.56, 0.00, 0.00, 0.00, 11:34:19, 72.5, 59.9, 3.69, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:03, 487, 27243.487, 9.67668, 6.4958, 460.58, -10.40, -10.40, 15.12, -29.10, 23.69, 5.0, 327.973, 24.49, -10.40, 4.64, 912.27, 1.718, -16.47267, -68.11146, 6.4850, 10, 457.34, 9.92, 227.35, 4.45, 0.00, 0.00, 0.00, 11:34:45, 70.8, 58.8, 3.92, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:04, 477, 27244.477, 9.69318, 6.4998, 460.34, -10.46, -10.46, 15.16, -29.13, 23.67, 5.0, 327.947, 24.49, -10.46, 4.63, 910.81, 1.720, -16.47259, -68.11139, 6.4890, 10, 457.10, 9.90, 227.01, 4.43, 0.00, 0.00, 0.00, 11:34:46, 70.7, 58.8, 3.93, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:06, 467, 27246.467, 9.72635, 6.5079, 459.86, -10.51, -10.51, 15.16, -29.16, 23.67, 5.0, 327.982, 24.48, -10.51, 4.62, 908.15, 1.723, -16.47250, -68.11127, 6.4980, 10, 456.56, 9.55, 227.00, 4.37, 0.00, 0.00, 0.00, 11:34:48, 70.6, 58.7, 3.95, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:07, 477, 27247.477, 9.74318, 6.5116, 459.64, -10.56, -10.56, 15.24, -29.15, 23.66, 5.0, 327.964, 24.48, -10.56, 4.61, 909.77, 1.724, -16.47242, -68.11120, 6.5010, 10, 456.39, 9.88, 225.96, 4.21, 0.00, 0.00, 0.00, 11:34:49, 70.5, 58.7, 3.96, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:08, 457, 27248.457, 9.75951, 6.5157, 459.39, -10.58, -10.58, 15.32, -29.12, 23.65, 5.0, 327.990, 24.47, -10.58, 4.60, 913.59, 1.725, -16.47242, -68.11120, 6.5010, 10, 456.39, 9.88, 225.96, 4.21, 0.00, 0.00, 0.00, 11:34:49, 70.5, 58.7, 3.96, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:09, 467, 27249.467, 9.77635, 6.5198, 459.15, -10.59, -10.59, 15.32, -29.12, 23.65, 5.0, 328.027, 24.46, -10.59, 4.59, 913.35, 1.727, -16.47232, -68.11109, 6.5090, 10, 455.91, 9.74, 226.33, 4.20, 0.00, 0.00, 0.00, 11:34:51, 70.5, 58.6, 3.97, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:12, 477, 27252.477, 9.82651, 6.5310, 458.48, -10.72, -10.72, 15.41, -29.17, 23.63, 5.0, 328.002, 24.45, -10.72, 4.58, 910.60, 1.731, -16.47210, -68.11082, 6.5230, 10, 455.08, 9.98, 225.83, 4.20, 0.00, 0.00, 0.00, 11:34:55, 70.3, 58.4, 4.01, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:13, 477, 27253.477, 9.84318, 6.5348, 458.25, -10.73, -10.73, 15.28, -29.26, 23.62, 5.0, 328.036, 24.44, -10.73, 4.50, 902.65, 1.732, -16.47210, -68.11082, 6.5230, 10, 455.08, 9.62, 225.21, 4.16, 0.00, 0.00, 0.00, 11:34:55, 70.3, 58.4, 4.01, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:14, 477, 27254.477, 9.85985, 6.5384, 458.04, -10.78, -10.78, 15.36, -29.24, 23.62, 5.0, 328.017, 24.43, -10.78, 4.46, 904.19, 1.733, -16.47202, -68.11077, 6.5270, 10, 454.85, 9.39, 225.27, 4.14, 0.00, 0.00, 0.00, 11:34:56, 70.2, 58.4, 4.02, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:15, 477, 27255.477, 9.87651, 6.5421, 457.82, -10.80, -10.80, 15.34, -29.27, 23.62, 5.0, 328.037, 24.43, -10.80, 4.20, 902.01, 1.734, -16.47198, -68.11073, 6.5310, 10, 454.61, 8.93, 226.11, 4.13, 0.00, 0.00, 0.00, 11:34:57, 70.1, 58.4, 4.02, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:16, 457, 27256.457, 9.89285, 6.5456, 457.61, -10.84, -10.84, 15.34, -29.30, 23.61, 5.0, 328.030, 24.43, -10.84, 4.19, 899.56, 1.736, -16.47193, -68.11063, 6.5350, 10, 454.37, 9.32, 227.14, 4.12, 0.00, 0.00, 0.00, 11:34:58, 70.1, 58.3, 4.03, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:17, 457, 27257.457, 9.90951, 6.5495, 457.38, -10.89, -10.89, 15.35, -29.34, 23.60, 5.0, 328.014, 24.43, -10.89, 4.19, 897.02, 1.737, -16.47185, -68.11056, 6.5380, 10, 454.19, 9.31, 227.43, 4.09, 0.00, 0.00, 0.00, 11:34:59, 70.0, 58.3, 4.04, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:18, 457, 27258.457, 9.92618, 6.5530, 457.17, -10.93, -10.93, 15.56, -29.24, 23.59, 5.0, 328.007, 24.42, -10.93, 4.16, 906.82, 1.738, -16.47181, -68.11052, 6.5420, 10, 453.96, 9.32, 226.82, 4.06, 0.00, 0.00, 0.00, 11:35:00, 70.0, 58.2, 4.05, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:19, 457, 27259.457, 9.94285, 6.5560, 456.99, -10.95, -10.95, 15.45, -29.32, 23.60, 5.0, 328.019, 24.42, -10.95, 4.14, 899.33, 1.739, -16.47178, -68.11044, 6.5460, 10, 453.72, 9.04, 228.67, 4.10, 0.00, 0.00, 0.00, 11:35:01, 70.0, 58.2, 4.06, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:20, 467, 27260.467, 9.95968, 6.5595, 456.78, -10.98, -10.98, 15.43, -29.36, 23.58, 5.0, 328.025, 24.41, -10.98, 4.13, 896.43, 1.740, -16.47170, -68.11036, 6.5500, 10, 453.49, 8.27, 227.76, 4.12, 0.00, 0.00, 0.00, 11:35:02, 69.9, 58.1, 4.07, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:22, 457, 27262.457, 9.99285, 6.5669, 456.34, -11.03, -11.03, 15.38, -29.43, 23.57, 5.0, 328.053, 24.41, -11.03, 4.12, 890.83, 1.743, -16.47155, -68.11015, 6.5610, 10, 452.84, 10.34, 229.60, 4.10, 0.00, 0.00, 0.00, 11:35:05, 69.8, 58.0, 4.10, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:23, 457, 27263.457, 10.00951, 6.5710, 456.10, -11.05, -11.05, 15.39, -29.43, 23.57, 5.0, 328.077, 24.40, -11.05, 4.09, 890.46, 1.744, -16.47155, -68.11015, 6.5610, 10, 452.84, 9.25, 232.09, 4.12, 0.00, 0.00, 0.00, 11:35:05, 69.8, 58.0, 4.10, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:25, 467, 27265.467, 10.04301, 6.5791, 455.62, -11.12, -11.12, 15.30, -29.55, 23.55, 5.0, 328.088, 24.39, -11.12, 4.09, 881.24, 1.747, -16.47146, -68.11004, 6.5690, 10, 452.36, 9.30, 231.77, 4.12, 0.00, 0.00, 0.00, 11:35:07, 69.7, 58.0, 4.11, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:26, 457, 27266.457, 10.05951, 6.5826, 455.41, -11.15, -11.15, 15.48, -29.45, 23.56, 5.0, 328.094, 24.39, -11.15, 4.09, 889.90, 1.748, -16.47140, -68.10995, 6.5730, 10, 452.13, 9.50, 230.86, 4.12, 0.00, 0.00, 0.00, 11:35:08, 69.7, 57.9, 4.12, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:27, 487, 27267.487, 10.07668, 6.5863, 455.19, -11.19, -11.19, 15.35, -29.57, 23.55, 5.0, 328.089, 24.38, -11.19, 4.11, 880.03, 1.749, -16.47132, -68.10990, 6.5770, 10, 451.89, 9.08, 230.08, 4.12, 0.00, 0.00, 0.00, 11:35:09, 69.6, 57.9, 4.13, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:28, 477, 27268.477, 10.09318, 6.5902, 454.96, -11.19, -11.19, 15.56, -29.44, 23.54, 5.0, 328.137, 24.38, -11.19, 4.12, 892.53, 1.751, -16.47129, -68.10984, 6.5800, 10, 451.72, 9.19, 231.76, 4.12, 0.00, 0.00, 0.00, 11:35:10, 69.6, 57.8, 4.14, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:29, 477, 27269.477, 10.10985, 6.5936, 454.76, -11.24, -11.24, 15.41, -29.57, 23.53, 5.0, 328.115, 24.38, -11.24, 4.11, 880.78, 1.752, -16.47124, -68.10973, 6.5840, 10, 451.48, 9.57, 231.27, 4.12, 0.00, 0.00, 0.00, 11:35:11, 69.5, 57.8, 4.15, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:30, 477, 27270.477, 10.12651, 6.5973, 454.54, -11.29, -11.29, 15.52, -29.54, 23.52, 5.0, 328.098, 24.37, -11.29, 4.10, 883.97, 1.753, -16.47115, -68.10964, 6.5870, 10, 451.30, 9.76, 231.38, 4.11, 0.00, 0.00, 0.00, 11:35:12, 69.5, 57.7, 4.16, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:31, 477, 27271.477, 10.14318, 6.6012, 454.31, -11.32, -11.32, 15.70, -29.45, 23.53, 5.0, 328.108, 24.37, -11.32, 4.11, 892.54, 1.754, -16.47106, -68.10949, 6.5940, 10, 450.89, 9.89, 232.18, 4.10, 0.00, 0.00, 0.00, 11:35:14, 69.4, 57.6, 4.18, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:32, 477, 27272.477, 10.15985, 6.6047, 454.10, -11.32, -11.32, 15.64, -29.49, 23.52, 5.0, 328.151, 24.36, -11.32, 4.10, 889.54, 1.755, -16.47102, -68.10942, 6.5980, 10, 450.66, 10.97, 232.56, 4.18, 0.00, 0.00, 0.00, 11:35:15, 69.4, 57.6, 4.19, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:33, 487, 27273.487, 10.17668, 6.6081, 453.90, -11.38, -11.38, 15.65, -29.53, 23.50, 5.0, 328.117, 24.36, -11.38, 4.10, 886.24, 1.757, -16.47102, -68.10942, 6.5980, 10, 450.66, 10.32, 233.25, 4.11, 0.00, 0.00, 0.00, 11:35:15, 69.4, 57.6, 4.19, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:34, 477, 27274.477, 10.19318, 6.6118, 453.68, -11.42, -11.42, 15.68, -29.54, 23.50, 5.0, 328.113, 24.35, -11.42, 4.10, 885.53, 1.758, -16.47096, -68.10938, 6.6020, 10, 450.42, 9.69, 231.72, 4.13, 0.00, 0.00, 0.00, 11:35:16, 69.3, 57.6, 4.20, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:35, 477, 27275.477, 10.20985, 6.6155, 453.46, -11.46, -11.46, 15.76, -29.52, 23.49, 5.0, 328.108, 24.35, -11.46, 4.11, 887.64, 1.759, -16.47091, -68.10931, 6.6050, 10, 450.25, 9.72, 233.95, 4.11, 0.00, 0.00, 0.00, 11:35:17, 69.3, 57.5, 4.20, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:36, 467, 27276.467, 10.22635, 6.6187, 453.27, -11.51, -11.51, 15.84, -29.51, 23.48, 5.0, 328.085, 24.34, -11.51, 4.10, 888.96, 1.760, -16.47087, -68.10925, 6.6080, 10, 450.07, 9.89, 233.43, 4.06, 0.00, 0.00, 0.00, 11:35:18, 69.3, 57.5, 4.21, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:37, 487, 27277.487, 10.24335, 6.6226, 453.04, -11.52, -11.52, 15.87, -29.50, 23.48, 5.0, 328.120, 24.34, -11.52, 3.73, 890.38, 1.761, -16.47081, -68.10920, 6.6110, 10, 449.89, 9.23, 230.54, 3.71, 0.00, 0.00, 0.00, 11:35:19, 69.2, 57.4, 4.22, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:38, 427, 27278.427, 10.25901, 6.6262, 452.83, -11.58, -11.58, 15.75, -29.62, 23.47, 5.0, 328.088, 24.33, -11.58, 3.72, 879.82, 1.763, -16.47075, -68.10913, 6.6150, 10, 449.66, 8.75, 231.15, 3.71, 0.00, 0.00, 0.00, 11:35:20, 69.2, 57.4, 4.23, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:39, 467, 27279.467, 10.27635, 6.6304, 452.58, -11.59, -11.59, 15.82, -29.58, 23.47, 5.0, 328.127, 24.33, -11.59, 3.71, 883.51, 1.764, -16.47071, -68.10905, 6.6190, 10, 449.42, 7.74, 230.10, 3.67, 0.00, 0.00, 0.00, 11:35:21, 69.1, 57.4, 4.24, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:40, 487, 27280.487, 10.29335, 6.6341, 452.36, -11.65, -11.65, 15.78, -29.66, 23.46, 5.0, 328.098, 24.32, -11.65, 3.71, 877.47, 1.765, -16.47066, -68.10896, 6.6230, 10, 449.19, 7.86, 230.61, 3.69, 0.00, 0.00, 0.00, 11:35:22, 69.1, 57.3, 4.25, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:41, 477, 27281.477, 10.30985, 6.6380, 452.13, -11.67, -11.67, 15.70, -29.72, 23.45, 5.0, 328.120, 24.31, -11.67, 3.70, 872.07, 1.766, -16.47052, -68.10884, 6.6310, 10, 448.72, 10.36, 228.16, 3.81, 0.00, 0.00, 0.00, 11:35:24, 69.0, 57.2, 4.27, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:42, 417, 27282.417, 10.32551, 6.6423, 451.88, -11.73, -11.73, 15.76, -29.73, 23.44, 5.0, 328.097, 24.31, -11.73, 3.72, 871.68, 1.768, -16.47049, -68.10876, 6.6350, 10, 448.49, 10.54, 231.52, 3.84, 0.00, 0.00, 0.00, 11:35:25, 69.0, 57.2, 4.28, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:44, 477, 27284.477, 10.35985, 6.6499, 451.43, -11.80, -11.80, 15.77, -29.78, 23.43, 5.0, 328.103, 24.30, -11.80, 3.72, 868.22, 1.770, -16.47049, -68.10876, 6.6350, 10, 448.49, 9.43, 231.59, 3.61, 0.00, 0.00, 0.00, 11:35:25, 69.0, 57.2, 4.28, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:45, 437, 27285.437, 10.37585, 6.6538, 451.20, -11.82, -11.82, 15.82, -29.76, 23.44, 5.0, 328.125, 24.29, -11.82, 3.72, 870.02, 1.772, -16.47038, -68.10862, 6.6430, 10, 448.02, 9.63, 230.53, 3.75, 0.00, 0.00, 0.00, 11:35:27, 68.9, 57.1, 4.29, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:46, 477, 27286.477, 10.39318, 6.6586, 450.92, -11.87, -11.87, 15.55, -29.97, 23.42, 5.0, 328.121, 24.29, -11.87, 3.76, 852.26, 1.773, -16.47032, -68.10854, 6.6470, 10, 447.78, 9.89, 231.76, 3.75, 0.00, 0.00, 0.00, 11:35:28, 68.9, 57.1, 4.30, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:49, 457, 27289.457, 10.44285, 6.6716, 450.15, -12.00, -12.00, 15.59, -30.04, 23.40, 5.0, 328.118, 24.28, -12.00, 3.81, 847.02, 1.777, -16.47017, -68.10834, 6.6610, 10, 446.96, 9.73, 232.42, 3.83, 0.00, 0.00, 0.00, 11:35:31, 68.8, 57.0, 4.33, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:50, 467, 27290.467, 10.45968, 6.6766, 449.86, -12.05, -12.05, 15.49, -30.14, 23.39, 5.0, 328.115, 24.28, -12.05, 3.85, 838.75, 1.779, -16.47012, -68.10825, 6.6660, 10, 446.67, 9.74, 232.33, 3.86, 0.00, 0.00, 0.00, 11:35:32, 68.7, 56.9, 4.34, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:53, 467, 27293.467, 10.50968, 6.6897, 449.09, -12.08, -12.08, 14.88, -30.55, 23.38, 5.0, 328.239, 24.26, -12.08, 3.89, 805.13, 1.783, -16.46995, -68.10806, 6.6800, 10, 445.86, 9.60, 231.12, 3.94, 0.00, 0.00, 0.00, 11:35:35, 68.6, 56.8, 4.37, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:54, 457, 27294.457, 10.52618, 6.6948, 448.79, -12.10, -12.10, 14.89, -30.56, 23.36, 5.0, 328.276, 24.26, -12.10, 3.94, 804.91, 1.784, -16.46992, -68.10798, 6.6840, 10, 445.62, 8.75, 234.08, 3.94, 0.00, 0.00, 0.00, 11:35:36, 68.6, 56.8, 4.38, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:56, 477, 27296.477, 10.55985, 6.7043, 448.23, -12.18, -12.18, 14.64, -30.79, 23.35, 5.0, 328.293, 24.25, -12.18, 4.01, 787.29, 1.787, -16.46981, -68.10786, 6.6930, 10, 445.10, 9.44, 231.66, 3.97, 0.00, 0.00, 0.00, 11:35:38, 68.5, 56.7, 4.39, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:57, 477, 27297.477, 10.57651, 6.7089, 447.96, -12.18, -12.18, 14.54, -30.85, 23.34, 5.0, 328.349, 24.25, -12.18, 4.04, 782.38, 1.789, -16.46975, -68.10775, 6.6980, 10, 444.81, 9.64, 233.04, 3.91, 0.00, 0.00, 0.00, 11:35:39, 68.5, 56.7, 4.41, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:58, 477, 27298.477, 10.59318, 6.7129, 447.73, -12.17, -12.17, 14.14, -31.11, 23.34, 5.0, 328.410, 24.25, -12.17, 4.05, 761.85, 1.790, -16.46972, -68.10770, 6.7030, 10, 444.52, 9.38, 233.42, 4.06, 0.00, 0.00, 0.00, 11:35:40, 68.5, 56.6, 4.41, 0.00000, 0.00000, 0.000
26-07-2023, 07:34:59, 467, 27299.467, 10.60968, 6.7170, 447.49, -12.18, -12.18, 14.02, -31.20, 23.34, 5.0, 328.448, 24.25, -12.18, 4.05, 755.17, 1.791, -16.46964, -68.10764, 6.7070, 10, 444.28, 9.46, 232.17, 4.06, 0.00, 0.00, 0.00, 11:35:41, 68.4, 56.6, 4.42, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:00, 477, 27300.477, 10.62651, 6.7204, 447.29, -12.18, -12.18, 13.99, -31.22, 23.32, 5.0, 328.490, 24.25, -12.18, 4.04, 753.89, 1.792, -16.46957, -68.10754, 6.7110, 10, 444.05, 9.73, 231.58, 4.06, 0.00, 0.00, 0.00, 11:35:42, 68.4, 56.5, 4.44, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:02, 437, 27302.437, 10.65918, 6.7283, 446.83, -12.15, -12.15, 13.59, -31.47, 23.31, 5.0, 328.624, 24.25, -12.15, 4.05, 734.85, 1.794, -16.46938, -68.10732, 6.7210, 10, 443.47, 11.33, 230.84, 4.12, 0.00, 0.00, 0.00, 11:35:45, 68.2, 56.4, 4.47, 0.00000, 0.00000, 0.000
