NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, es202
Attached Instruments:, Radiosonde
Station Name:, esc
Station Latitude:, -16.62305
Station Longitude:, -68.12965
Station Altitude:, 4025.00 [m]
Station Pressure:, 646.38 [mb]
Station Temperature:, 10.000 [deg C]
Station Humidity:, 35.320 [% RH]
Radiosonde Serial Number / ID:, 44579
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 19:19:08, 467, 69548.467, 13.00835, 4.3745, 601.29, 2.35, 2.54, 19.10, -16.95, 18.08, 5.2, 318.648, 18.95, 2.54, -0.02, 2305.21, 0.032, -16.39770, -68.10359, 4.3770, 10, 618.74, 0.75, 71.48, -0.03, 0.00, 0.00, 0.00, 11:19:35, 137.6, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:09, 467, 69549.467, 13.02502, 4.3739, 601.34, 2.43, 2.62, 19.11, -16.88, 18.09, 5.2, 318.733, 18.96, 2.62, -0.04, 2319.44, 0.032, -16.39770, -68.10358, 4.3750, 10, 618.89, 0.43, 71.96, -0.07, 0.00, 0.00, 0.00, 11:19:36, 137.1, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:10, 467, 69550.467, 13.04168, 4.3728, 601.42, 2.44, 2.63, 19.18, -16.84, 18.09, 5.2, 318.732, 18.96, 2.63, -0.06, 2329.32, 0.030, -16.39769, -68.10358, 4.3740, 10, 618.97, 0.41, 78.94, -0.10, 0.00, 0.00, 0.00, 11:19:37, 136.8, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:11, 447, 69551.447, 13.05802, 4.3716, 601.51, 2.44, 2.63, 19.15, -16.85, 18.08, 5.2, 318.718, 18.96, 2.63, -0.10, 2325.32, 0.029, -16.39767, -68.10358, 4.3740, 10, 618.97, 0.45, 114.52, -0.14, 0.00, 0.00, 0.00, 11:19:38, 135.6, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:12, 397, 69552.397, 13.07385, 4.3708, 601.57, 2.33, 2.52, 19.24, -16.89, 18.09, 5.2, 318.582, 18.96, 2.52, -0.14, 2317.77, 0.028, -16.39765, -68.10358, 4.3750, 10, 618.89, 0.59, 148.79, -0.14, 0.00, 0.00, 0.00, 11:19:39, 134.6, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:13, 407, 69553.407, 13.09068, 4.3708, 601.57, 2.24, 2.43, 19.30, -16.92, 18.09, 5.2, 318.478, 18.96, 2.43, -0.16, 2310.12, 0.028, -16.39763, -68.10358, 4.3750, 10, 618.89, 0.72, 163.55, -0.17, 0.00, 0.00, 0.00, 11:19:40, 134.2, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:14, 427, 69554.427, 13.10768, 4.3712, 601.54, 2.19, 2.38, 19.33, -16.94, 18.09, 5.2, 318.425, 18.97, 2.38, -0.17, 2305.57, 0.029, -16.39762, -68.10358, 4.3760, 10, 618.81, 0.96, 173.92, -0.17, 0.00, 0.00, 0.00, 11:19:41, 133.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:15, 437, 69555.437, 13.12452, 4.3709, 601.56, 2.18, 2.37, 19.33, -16.95, 18.09, 5.2, 318.410, 18.97, 2.37, -0.21, 2303.85, 0.028, -16.39760, -68.10360, 4.3770, 10, 618.74, 1.29, 175.43, -0.17, 0.00, 0.00, 0.00, 11:19:42, 133.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:16, 397, 69556.397, 13.14052, 4.3712, 601.54, 2.20, 2.39, 19.33, -16.94, 18.09, 5.2, 318.436, 18.97, 2.39, -0.24, 2307.22, 0.029, -16.39762, -68.10361, 4.3770, 10, 618.74, 1.19, 170.11, -0.21, 0.00, 0.00, 0.00, 11:19:43, 134.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:17, 417, 69557.417, 13.15752, 4.3726, 601.43, 2.16, 2.35, 19.35, -16.96, 18.11, 5.2, 318.407, 18.97, 2.35, -0.21, 2303.44, 0.030, -16.39762, -68.10361, 4.3770, 10, 618.74, 1.10, 163.94, -0.24, 0.00, 0.00, 0.00, 11:19:44, 134.5, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:18, 417, 69558.417, 13.17418, 4.3726, 601.43, 2.10, 2.29, 19.41, -16.97, 18.11, 5.2, 318.337, 18.97, 2.29, -0.23, 2300.69, 0.030, -16.39761, -68.10361, 4.3760, 10, 618.81, 1.16, 159.48, -0.28, 0.00, 0.00, 0.00, 11:19:45, 134.5, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:19, 427, 69559.427, 13.19102, 4.3725, 601.44, 2.09, 2.28, 19.44, -16.96, 18.11, 5.2, 318.324, 18.98, 2.28, -0.25, 2302.57, 0.030, -16.39762, -68.10361, 4.3760, 10, 618.81, 0.93, 146.51, -0.28, 0.00, 0.00, 0.00, 11:19:46, 134.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:20, 427, 69560.427, 13.20768, 4.3722, 601.46, 2.07, 2.26, 19.47, -16.96, 18.10, 5.2, 318.298, 18.98, 2.26, -0.28, 2302.76, 0.030, -16.39762, -68.10362, 4.3760, 10, 618.81, 0.78, 128.02, -0.28, 0.00, 0.00, 0.00, 11:19:47, 135.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:21, 447, 69561.447, 13.22468, 4.3718, 601.49, 2.08, 2.27, 19.39, -17.00, 18.11, 5.2, 318.305, 18.99, 2.27, -0.30, 2294.81, 0.029, -16.39761, -68.10362, 4.3760, 10, 618.81, 0.59, 119.83, -0.31, 0.00, 0.00, 0.00, 11:19:48, 135.0, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:22, 397, 69562.397, 13.24052, 4.3718, 601.49, 2.10, 2.29, 19.47, -16.94, 18.11, 5.2, 318.328, 18.98, 2.29, -0.33, 2307.60, 0.029, -16.39761, -68.10362, 4.3770, 10, 618.74, 0.51, 95.95, -0.28, 0.00, 0.00, 0.00, 11:19:49, 134.9, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:23, 417, 69563.417, 13.25752, 4.3721, 601.47, 2.11, 2.30, 19.44, -16.94, 18.11, 5.2, 318.343, 18.99, 2.30, -0.33, 2305.76, 0.030, -16.39761, -68.10363, 4.3780, 10, 618.66, 0.41, 82.58, -0.21, 0.00, 0.00, 0.00, 11:19:50, 135.0, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:24, 417, 69564.417, 13.27418, 4.3726, 601.43, 2.08, 2.27, 19.60, -16.88, 18.11, 5.2, 318.314, 18.99, 2.27, -0.29, 2319.95, 0.030, -16.39761, -68.10364, 4.3780, 10, 618.66, 0.42, 104.61, -0.21, 0.00, 0.00, 0.00, 11:19:51, 135.5, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:25, 417, 69565.417, 13.29085, 4.3726, 601.43, 2.07, 2.26, 19.55, -16.92, 18.12, 5.2, 318.303, 18.99, 2.26, -0.26, 2312.36, 0.030, -16.39761, -68.10364, 4.3780, 10, 618.66, 0.43, 108.04, -0.17, 0.00, 0.00, 0.00, 11:19:52, 135.6, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:26, 467, 69566.467, 13.30835, 4.3729, 601.41, 2.06, 2.25, 19.60, -16.90, 18.12, 5.2, 318.294, 18.99, 2.25, -0.23, 2316.71, 0.030, -16.39760, -68.10363, 4.3770, 10, 618.74, 0.23, 117.53, -0.21, 0.00, 0.00, 0.00, 11:19:53, 134.9, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:27, 417, 69567.417, 13.32418, 4.3725, 601.44, 2.03, 2.22, 19.58, -16.93, 18.13, 5.2, 318.255, 19.00, 2.22, -0.25, 2309.26, 0.030, -16.39760, -68.10361, 4.3770, 10, 618.74, 0.21, 180.00, -0.17, 0.00, 0.00, 0.00, 11:19:54, 133.9, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:28, 427, 69568.427, 13.34102, 4.3722, 601.46, 2.04, 2.23, 19.60, -16.91, 18.13, 5.2, 318.263, 19.00, 2.23, -0.24, 2313.20, 0.030, -16.39760, -68.10361, 4.3760, 10, 618.81, 0.19, 212.60, -0.17, 0.00, 0.00, 0.00, 11:19:55, 134.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:29, 457, 69569.457, 13.35819, 4.3714, 601.52, 1.95, 2.14, 19.66, -16.95, 18.12, 5.2, 318.150, 19.01, 2.14, -0.24, 2305.16, 0.029, -16.39760, -68.10361, 4.3750, 10, 618.89, 0.24, 236.92, -0.17, 0.00, 0.00, 0.00, 11:19:56, 133.8, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:30, 407, 69570.407, 13.37402, 4.3710, 601.55, 1.90, 2.09, 19.67, -16.98, 18.13, 5.2, 318.088, 19.01, 2.09, -0.23, 2297.98, 0.028, -16.39760, -68.10360, 4.3750, 10, 618.89, 0.36, 238.70, -0.17, 0.00, 0.00, 0.00, 11:19:57, 133.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:31, 477, 69571.477, 13.39185, 4.3708, 601.57, 1.87, 2.06, 19.66, -17.01, 18.14, 5.2, 318.050, 19.01, 2.06, -0.23, 2291.80, 0.028, -16.39760, -68.10359, 4.3760, 10, 618.81, 0.51, 261.11, -0.10, 0.00, 0.00, 0.00, 11:19:58, 132.9, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:32, 457, 69572.457, 13.40819, 4.3706, 601.58, 1.86, 2.05, 19.75, -16.97, 18.14, 5.2, 318.037, 19.02, 2.05, -0.18, 2300.63, 0.028, -16.39760, -68.10360, 4.3760, 10, 618.81, 0.52, 258.22, -0.10, 0.00, 0.00, 0.00, 11:19:59, 133.2, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:33, 407, 69573.407, 13.42402, 4.3705, 601.59, 1.80, 1.99, 19.72, -17.03, 18.14, 5.2, 317.966, 19.02, 1.99, -0.19, 2287.22, 0.028, -16.39760, -68.10361, 4.3760, 10, 618.81, 0.42, 255.39, -0.07, 0.00, 0.00, 0.00, 11:20:00, 133.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:34, 407, 69574.407, 13.44069, 4.3708, 601.57, 1.78, 1.97, 19.72, -17.04, 18.14, 5.2, 317.946, 19.02, 1.97, -0.17, 2284.02, 0.028, -16.39761, -68.10363, 4.3770, 10, 618.74, 0.03, 255.39, -0.07, 0.00, 0.00, 0.00, 11:20:01, 135.0, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:35, 427, 69575.427, 13.45769, 4.3714, 601.52, 1.80, 1.99, 19.72, -17.03, 18.15, 5.2, 317.977, 19.02, 1.99, -0.13, 2287.49, 0.029, -16.39760, -68.10365, 4.3780, 10, 618.66, 0.41, 86.27, -0.03, 0.00, 0.00, 0.00, 11:20:02, 135.5, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:36, 397, 69576.397, 13.47385, 4.3721, 601.47, 1.73, 1.92, 19.67, -17.11, 18.15, 5.2, 317.904, 19.03, 1.92, -0.10, 2270.43, 0.030, -16.39758, -68.10365, 4.3780, 10, 618.66, 0.58, 117.53, 0.00, 0.00, 0.00, 0.00, 11:20:03, 135.0, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:37, 427, 69577.427, 13.49102, 4.3728, 601.42, 1.75, 1.94, 19.70, -17.08, 18.15, 5.2, 317.934, 19.03, 1.94, -0.06, 2277.35, 0.030, -16.39757, -68.10366, 4.3790, 10, 618.58, 0.86, 123.83, 0.07, 0.00, 0.00, 0.00, 11:20:04, 134.6, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:38, 427, 69578.427, 13.50769, 4.3734, 601.37, 1.73, 1.92, 19.77, -17.06, 18.15, 5.2, 317.919, 19.03, 1.92, -0.01, 2282.37, 0.031, -16.39757, -68.10368, 4.3800, 10, 618.51, 1.12, 113.89, 0.17, 0.00, 0.00, 0.00, 11:20:05, 135.2, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:39, 417, 69579.417, 13.52419, 4.3744, 601.30, 1.66, 1.85, 19.81, -17.09, 18.15, 5.2, 317.848, 19.03, 1.85, 0.06, 2275.80, 0.032, -16.39756, -68.10368, 4.3820, 10, 618.35, 1.38, 116.54, 0.28, 0.00, 0.00, 0.00, 11:20:06, 135.1, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:40, 427, 69580.427, 13.54102, 4.3755, 601.22, 1.66, 1.85, 19.89, -17.04, 18.15, 5.2, 317.860, 19.03, 1.85, 0.13, 2285.31, 0.033, -16.39754, -68.10368, 4.3830, 10, 618.27, 1.37, 124.49, 0.31, 0.00, 0.00, 0.00, 11:20:07, 134.4, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:41, 387, 69581.387, 13.55702, 4.3760, 601.18, 1.66, 1.85, 19.73, -17.13, 18.17, 5.2, 317.866, 19.04, 1.85, 0.18, 2267.03, 0.034, -16.39754, -68.10370, 4.3840, 10, 618.20, 1.47, 123.08, 0.31, 0.00, 0.00, 0.00, 11:20:08, 135.3, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:42, 407, 69582.407, 13.57402, 4.3765, 601.14, 1.64, 1.83, 19.81, -17.10, 18.18, 5.2, 317.849, 19.04, 1.83, 0.20, 2273.13, 0.034, -16.39754, -68.10371, 4.3840, 10, 618.20, 1.39, 132.37, 0.31, 0.00, 0.00, 0.00, 11:20:09, 135.4, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:43, 417, 69583.417, 13.59085, 4.3775, 601.07, 1.63, 1.82, 19.91, -17.06, 18.17, 5.2, 317.848, 19.04, 1.82, 0.22, 2283.25, 0.035, -16.39753, -68.10371, 4.3850, 10, 618.12, 1.34, 142.50, 0.31, 0.00, 0.00, 0.00, 11:20:10, 134.6, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:44, 417, 69584.417, 13.60752, 4.3780, 601.03, 1.73, 1.92, 19.83, -17.02, 18.17, 5.2, 317.970, 19.04, 1.92, 0.25, 2290.59, 0.036, -16.39752, -68.10371, 4.3860, 10, 618.04, 1.20, 137.07, 0.31, 0.00, 0.00, 0.00, 11:20:11, 134.8, 89.0, 0.07, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:45, 417, 69585.417, 13.62419, 4.3788, 600.97, 2.24, 2.43, 19.80, -16.65, 18.18, 5.2, 318.569, 19.05, 2.43, 0.26, 2372.46, 0.037, -16.39753, -68.10373, 4.3870, 10, 617.97, 1.07, 121.30, 0.35, 0.00, 0.00, 0.00, 11:20:12, 136.1, 89.0, 0.07, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:46, 387, 69586.387, 13.64035, 4.3799, 600.89, 2.77, 2.96, 19.76, -16.27, 18.18, 5.2, 319.194, 19.05, 2.96, 0.25, 2459.22, 0.038, -16.39754, -68.10374, 4.3870, 10, 617.97, 0.96, 107.67, 0.35, 0.00, 0.00, 0.00, 11:20:13, 137.9, 89.0, 0.07, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:47, 427, 69587.427, 13.65769, 4.3785, 600.99, 3.18, 3.37, 19.66, -16.01, 18.15, 5.2, 319.653, 19.05, 3.37, 0.20, 2518.66, 0.036, -16.39757, -68.10376, 4.3860, 10, 618.04, 1.03, 82.58, 0.35, 0.00, 0.00, 0.00, 11:20:14, 140.1, 89.0, 0.07, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:48, 427, 69588.427, 13.67435, 4.3793, 600.93, 3.30, 3.49, 19.68, -15.90, 18.19, 5.2, 319.801, 19.05, 3.49, 0.24, 2543.04, 0.037, -16.39758, -68.10377, 4.3850, 10, 618.12, 1.19, 69.24, 0.31, 0.00, 0.00, 0.00, 11:20:15, 141.1, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:49, 407, 69589.407, 13.69069, 4.3793, 600.93, 3.42, 3.61, 19.70, -15.80, 18.19, 5.2, 319.940, 19.06, 3.61, 0.25, 2567.37, 0.037, -16.39758, -68.10377, 4.3840, 10, 618.20, 1.04, 61.18, 0.28, 0.00, 0.00, 0.00, 11:20:16, 141.4, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:50, 417, 69590.417, 13.70752, 4.3793, 600.93, 3.52, 3.71, 19.69, -15.73, 18.19, 5.2, 320.056, 19.06, 3.71, 0.26, 2584.29, 0.037, -16.39758, -68.10376, 4.3830, 10, 618.27, 0.93, 49.43, 0.24, 0.00, 0.00, 0.00, 11:20:17, 141.0, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:51, 427, 69591.427, 13.72435, 4.3787, 600.98, 3.60, 3.79, 19.58, -15.73, 18.20, 5.2, 320.141, 19.06, 3.79, 0.24, 2584.19, 0.037, -16.39758, -68.10375, 4.3820, 10, 618.35, 1.00, 37.50, 0.17, 0.00, 0.00, 0.00, 11:20:18, 140.5, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:52, 407, 69592.407, 13.74069, 4.3781, 601.02, 3.61, 3.80, 19.42, -15.81, 18.19, 5.2, 320.146, 19.06, 3.80, 0.21, 2564.66, 0.036, -16.39759, -68.10374, 4.3820, 10, 618.35, 0.95, 18.71, 0.14, 0.00, 0.00, 0.00, 11:20:19, 139.8, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:53, 417, 69593.417, 13.75752, 4.3779, 601.04, 3.63, 3.82, 19.42, -15.80, 18.20, 5.2, 320.166, 19.07, 3.82, 0.18, 2568.21, 0.036, -16.39759, -68.10373, 4.3810, 10, 618.43, 0.80, 0.00, 0.10, 0.00, 0.00, 0.00, 11:20:20, 139.3, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:54, 417, 69594.417, 13.77419, 4.3776, 601.06, 3.74, 3.93, 19.60, -15.61, 18.21, 5.2, 320.290, 19.07, 3.93, 0.17, 2612.22, 0.035, -16.39759, -68.10373, 4.3810, 10, 618.43, 0.70, 342.93, 0.10, 0.00, 0.00, 0.00, 11:20:21, 139.6, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:55, 447, 69595.447, 13.79135, 4.3771, 601.10, 3.72, 3.91, 19.44, -15.72, 18.21, 5.2, 320.261, 19.07, 3.91, 0.14, 2587.01, 0.035, -16.39760, -68.10373, 4.3810, 10, 618.43, 0.65, 321.07, 0.14, 0.00, 0.00, 0.00, 11:20:22, 140.1, 89.0, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:56, 427, 69596.427, 13.80769, 4.3768, 601.12, 3.75, 3.94, 19.27, -15.79, 18.21, 5.2, 320.293, 19.08, 3.94, 0.15, 2569.69, 0.034, -16.39762, -68.10373, 4.3810, 10, 618.43, 0.75, 317.58, 0.14, 0.00, 0.00, 0.00, 11:20:23, 140.8, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:57, 417, 69597.417, 13.82419, 4.3766, 601.13, 3.71, 3.90, 19.17, -15.88, 18.20, 5.2, 320.245, 19.08, 3.90, 0.15, 2549.07, 0.034, -16.39762, -68.10373, 4.3800, 10, 618.50, 0.79, 320.17, 0.14, 0.00, 0.00, 0.00, 11:20:24, 141.3, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:58, 457, 69598.457, 13.84152, 4.3758, 601.19, 3.63, 3.82, 19.15, -15.95, 18.22, 5.2, 320.143, 19.08, 3.82, 0.15, 2531.79, 0.033, -16.39762, -68.10372, 4.3790, 10, 618.58, 0.72, 314.72, 0.14, 0.00, 0.00, 0.00, 11:20:25, 140.5, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:19:59, 407, 69599.407, 13.85735, 4.3753, 601.23, 3.62, 3.81, 19.09, -15.99, 18.21, 5.2, 320.126, 19.08, 3.81, 0.15, 2521.89, 0.033, -16.39762, -68.10370, 4.3780, 10, 618.65, 0.89, 306.67, 0.10, 0.00, 0.00, 0.00, 11:20:26, 139.3, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:00, 367, 69600.367, 13.87335, 4.3750, 601.25, 3.61, 3.80, 19.04, -16.02, 18.21, 5.2, 320.111, 19.08, 3.80, 0.15, 2513.41, 0.032, -16.39762, -68.10368, 4.3770, 10, 618.73, 0.83, 300.78, 0.03, 0.00, 0.00, 0.00, 11:20:27, 138.3, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:01, 367, 69601.367, 13.89002, 4.3742, 601.31, 3.40, 3.59, 19.13, -16.13, 18.22, 5.2, 319.859, 19.09, 3.59, 0.12, 2487.82, 0.031, -16.39762, -68.10366, 4.3760, 10, 618.81, 1.00, 293.48, 0.00, 0.00, 0.00, 0.00, 11:20:28, 137.0, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:03, 397, 69603.397, 13.92385, 4.3723, 601.45, 3.19, 3.38, 18.95, -16.40, 18.22, 5.2, 319.595, 19.09, 3.38, 0.06, 2427.38, 0.029, -16.39761, -68.10363, 4.3750, 10, 618.88, 1.33, 276.86, -0.07, 0.00, 0.00, 0.00, 11:20:30, 135.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:04, 457, 69604.457, 13.94152, 4.3714, 601.52, 3.19, 3.38, 18.97, -16.38, 18.22, 5.2, 319.584, 19.10, 3.38, 0.02, 2429.68, 0.028, -16.39762, -68.10362, 4.3730, 10, 619.04, 1.42, 270.00, -0.17, 0.00, 0.00, 0.00, 11:20:31, 135.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:05, 407, 69605.407, 13.95735, 4.3702, 601.61, 3.10, 3.29, 18.95, -16.46, 18.22, 5.2, 319.467, 19.10, 3.29, -0.04, 2411.30, 0.027, -16.39762, -68.10362, 4.3720, 10, 619.11, 1.42, 266.80, -0.21, 0.00, 0.00, 0.00, 11:20:32, 135.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:06, 367, 69606.367, 13.97335, 4.3698, 601.64, 3.07, 3.26, 18.95, -16.49, 18.23, 5.2, 319.428, 19.10, 3.26, -0.08, 2406.06, 0.026, -16.39762, -68.10362, 4.3720, 10, 619.11, 1.33, 273.44, -0.24, 0.00, 0.00, 0.00, 11:20:33, 135.6, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:07, 377, 69607.377, 13.99019, 4.3698, 601.64, 2.97, 3.16, 18.93, -16.57, 18.23, 5.2, 319.312, 19.10, 3.16, -0.10, 2386.50, 0.026, -16.39763, -68.10362, 4.3720, 10, 619.11, 1.02, 274.47, -0.28, 0.00, 0.00, 0.00, 11:20:34, 135.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:08, 387, 69608.387, 14.00702, 4.3694, 601.67, 2.95, 3.14, 19.01, -16.54, 18.24, 5.2, 319.284, 19.10, 3.14, -0.14, 2393.09, 0.026, -16.39763, -68.10361, 4.3720, 10, 619.11, 0.93, 279.86, -0.35, 0.00, 0.00, 0.00, 11:20:35, 135.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:09, 427, 69609.427, 14.02435, 4.3690, 601.70, 2.94, 3.13, 18.90, -16.61, 18.23, 5.2, 319.268, 19.11, 3.13, -0.18, 2377.40, 0.025, -16.39762, -68.10361, 4.3710, 10, 619.19, 0.62, 282.25, -0.41, 0.00, 0.00, 0.00, 11:20:36, 135.2, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:10, 397, 69610.397, 14.04052, 4.3684, 601.74, 3.04, 3.23, 19.14, -16.40, 18.23, 5.2, 319.378, 19.11, 3.23, -0.23, 2424.67, 0.025, -16.39762, -68.10361, 4.3710, 10, 619.19, 0.51, 270.00, -0.45, 0.00, 0.00, 0.00, 11:20:37, 134.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:11, 397, 69611.397, 14.05719, 4.3678, 601.79, 3.16, 3.35, 18.92, -16.43, 18.24, 5.2, 319.509, 19.11, 3.35, -0.27, 2417.04, 0.024, -16.39762, -68.10360, 4.3700, 10, 619.27, 0.41, 273.73, -0.48, 0.00, 0.00, 0.00, 11:20:38, 134.0, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:12, 367, 69612.367, 14.07335, 4.3668, 601.86, 3.08, 3.27, 19.09, -16.40, 18.25, 5.2, 319.406, 19.11, 3.27, -0.32, 2424.73, 0.023, -16.39763, -68.10359, 4.3680, 10, 619.42, 0.44, 291.35, -0.59, 0.00, 0.00, 0.00, 11:20:39, 134.2, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:13, 367, 69613.367, 14.09002, 4.3657, 601.94, 2.98, 3.17, 18.93, -16.57, 18.24, 5.2, 319.278, 19.12, 3.17, -0.39, 2387.02, 0.022, -16.39764, -68.10359, 4.3670, 10, 619.50, 0.47, 300.39, -0.66, 0.00, 0.00, 0.00, 11:20:40, 134.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:14, 377, 69614.377, 14.10685, 4.3649, 602.00, 2.88, 3.07, 19.01, -16.60, 18.24, 5.2, 319.153, 19.12, 3.07, -0.44, 2379.92, 0.021, -16.39764, -68.10359, 4.3670, 10, 619.50, 0.48, 303.08, -0.69, 0.00, 0.00, 0.00, 11:20:41, 135.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:15, 357, 69615.357, 14.12319, 4.3641, 602.06, 2.90, 3.08, 19.09, -16.54, 18.25, 5.2, 319.156, 19.12, 3.08, -0.49, 2391.43, 0.020, -16.39764, -68.10358, 4.3660, 10, 619.57, 0.56, 295.13, -0.73, 0.00, 0.00, 0.00, 11:20:42, 134.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
